text,date
readingspark,assign,blacklivesmatt,class,2016-08-11 05:17
li,role,prepar,confront,issu,eg,blacklivesmatt,rchancel,ndlc,2016-08-11 05:10
blacklivesmatt,start,citi,2016-08-11 04:41
didnt,man,yothey,lame,excus,blacklivesmatt,2016-08-11 04:38
hope,enjoy,periscop,muslimlivesmatt,blacklivesmatt,2016-08-11 04:37
debunk,blacklivesmatt,lie,casebycas,truth,thing,httpyoutubecomwatchvhehupjm,2016-08-11 04:34
know,peopl,care,peopl,theyr,jeremymardi,2016-08-11 04:09
isnt,hype,fad,life,blacklivesmatt,2016-08-11 04:04
donnellthompson,blacklivesmatt,2016-08-11 03:42
weeknd,donat,blacklivesmatt,httpbitlybqn,2016-08-11 03:33
name,jesseromero,blacklivesmatt,fusion,remezcla,httpfwtoskkbfe,2016-08-11 02:37
activist,leader,deray,report,foxdc,2016-08-11 02:29
friend,colleagu,statement,support,sign,nearli,2016-08-11 02:16
list,reason,get,power,donnellthompson,blacklivesmatt,2016-08-11 02:12
outrag,terribl,devast,event,man,team,innoc,offici,httpswwwwashingtonpostcomnewsmorningmixwpaterriblydevastatingeventblackmankilledbyswatteamwasinnocentofficialssaypostsharetidsstw,blacklivesmatt,2016-08-11 02:07
blacklivesmatt,sticker,vpoltrack,googler,network,bei,googl,tech,corner,2016-08-11 01:58
accus,israel,apartheid,genocid,palestin,2016-08-11 01:45
weeknd,donat,blacklivesmatt,httpbitlybhtia,2016-08-11 01:45
davidafrench,blacklivesmatt,supremacyimperialist,messsg,place,discours,2016-08-11 01:37
horribl,donnellthompson,blacklivesmatt,2016-08-11 01:28
maliaobama,wait,dad,offic,racist,realli,blacklivesmatt,2016-08-11 01:26
admit,murder,donnellthompson,bet,consequ,blacklivesmatt,2016-08-11 01:22
week,lapd,admit,innoc,blacklivesmatt,2016-08-11 01:21
felon,pride,tattoo,shoot,oregon,cop,trump,alllivesmatt,blacklivesmatt,2016-08-11 00:49
thank,reconcilingwrk,messag,blacklivesmatt,intersection,2016-08-11 00:45
week,studi,program,week,blacklivesmatt,httpwwwthefadercomtheweeknddonateblacklivesmatt,2016-08-11 00:34
weeknd,donat,blacklivesmatt,network,httpwwwthefadercomtheweeknddonateblacklivesmatt,2016-08-11 00:30
dalla,rap,group,song,ode,blacklivesmatt,dope,httphufftoamv,2016-08-11 00:30
student,claremont,colleg,refus,peopl,sjwnonsens,2016-08-11 00:26
despic,blacklivesmatt,thank,thug,2016-08-11 00:06
hatr,treatment,continu,place,rise,blacklivesmatt,2016-08-10 23:24
theweeknd,donat,toronto,studi,program,blacklivesmatt,2016-08-10 23:15
blacklivesmatt,inappropri,cri,doj,claim,vindic,concern,2016-08-10 21:53
shot,sinc,ferguson,blacklivesmatt,2016-08-10 21:38
dept,condemn,baltimor,pd,system,racism,right,abus,time,demand,chang,blacklivesmatt,2016-08-10 20:45
someon,prochoic,repro,blacklivesmatt,2016-08-10 20:35
hillari,union,favor,call,cop,bluelivesmatt,thinbluelinehttpdailycallercomhillaryclintonignoresamericaslargestpoliceunion,2016-08-10 20:28
folk,make,america,teamusa,blacklivesmatt,2016-08-10 20:07
accept,simpl,statement,blacklivesmatt,way,2016-08-10 19:32
saw,korryn,gain,child,abus,shut,dont,blacklivesmatt,address,2016-08-10 19:12
blacklivesmatt,movement,univers,incom,basicincom,2016-08-10 19:10
blacklivesmatt,protest,interrupt,year,moment,httpbufflyarrvea,2016-08-10 19:00
washington,hate,nouvel,mélangeant,blacklivesmatt,salafism,inquiét,2016-08-10 18:42
year,michael,movement,base,lie,blacklivesmatt,2016-08-10 18:30
blacklivesmatt,2016-08-10 18:01
move,fam,nc,chicago,safeti,condol,famili,singleblackmom,blacklivesmatt,2016-08-10 17:36
rip,tbi,agent,degreaun,eow,shot,httpwwwjacksonsuncomstorynewscrimepoliceinvestigateshotsfirednearbrianfieldcov,2016-08-10 17:32
year,michael,movement,base,lie,blacklivesmatt,2016-08-10 16:45
blacklivesmatt,blackmen,matter,peopl,paint,art,artist,2016-08-10 16:40
devil,silenc,rest,peac,kourenrodneythoma,blacklivesmatt,2016-08-10 11:49
need,blacklivesmatt,need,2016-08-10 10:19
cri,duti,loi,mcmaster,blacklivesmatt,2016-08-10 10:10
arrest,blacklivesmatt,protest,muni,theatergo,2016-08-10 09:31
blacklivesmatt,wrap,seattl,citi,hall,speak,polic,2016-08-10 09:24
music,iconedg,joey,gultri,warzon,blacklivesmatt,alllivesmatt,policebrut,warzon,httpswwwyoutubecomwatchvuiksooy,2016-08-10 09:23
hand,dont,shoot,hand,dont,shoot,sunset,blacklivesmatt,thru,cap,2016-08-10 09:11
peac,citi,seattl,blacklivesmatt,2016-08-10 08:55
pleas,help,fund,kourenrodneythoma,httpswwwgofundmecomhhgk,blacklivesmatt,2016-08-10 08:43
themuni,today,year,2016-08-10 08:40
